pues_bien,2,adverb,general
puramente,2,adverb,general
quizá,4,adverb,general
quizás,17,adverb,general
radicalmente,1,adverb,general
raramente,1,adverb,general
razonablemente,2,adverb,general
realmente,41,adverb,general
recién,7,adverb,general
relativamente,2,adverb,general
ricamente,1,adverb,general
rápidamente,1,adverb,general
secamente,1,adverb,general
seguramente,5,adverb,general
según_como,1,adverb,general
sencillamente,2,adverb,general
seriamente,3,adverb,general
si_acaso,2,adverb,general
sic,1,adverb,general
siempre,140,adverb,general
simplemente,25,adverb,general
simultáneamente,1,adverb,general
sin_duda_alguna,3,adverb,general
sinceramente,10,adverb,general
siquiera,16,adverb,general
soberanamente,1,adverb,general
socialmente,4,adverb,general
solamente,18,adverb,general
sorprendentemente,1,adverb,general
suficientemente,2,adverb,general
supertarde,1,adverb,general
sustancialmente,1,adverb,general
sí,1211,adverb,general
sólo,34,adverb,general
tal_cual,1,adverb,general
tal_vez,1,adverb,general
también,323,adverb,general
tampoco,72,adverb,general
tan,85,adverb,general
tanto,40,adverb,general
tanto_por_ciento,1,adverb,general
tarde,4,adverb,general
tecnológicamente,2,adverb,general
terriblemente,1,adverb,general
textualmente,2,adverb,general
teóricamente,1,adverb,general
todavía,58,adverb,general
tontamente,1,adverb,general
torvamente,1,adverb,general
totalmente,8,adverb,general
tradicionalmente,6,adverb,general
tranquilamente,5,adverb,general
unchunchun,1,adverb,general
veintiún,1,adverb,general
verdaderamente,14,adverb,general
virtualmente,2,adverb,general
vitalmente,1,adverb,general
ya,697,adverb,general
yyy,607,adverb,general
í,1,adverb,general
últimamente,2,adverb,general
únicamente,5,adverb,general
no,3393,adverb,negative
